url_vect,is_gov_tld,who_is,https,profanity_score_prob,url_len_scaled,js_len_scaled,js_obf_len_scaled,label
0.014,0,1,0,0.006251041579183844,0.5576923076923077,0.4961896697713802,0.0,0
0.036,0,1,1,0.002031849112014749,0.15384615384615385,0.6672311600338696,0.0,0
0.069,0,0,1,0.0028577008783769757,0.4423076923076923,0.5300592718035563,0.0,0
0.036,0,1,1,0.9999911055280306,0.25,0.4944961896697714,0.0,0
0.036,0,1,1,0.004565770467422124,0.15384615384615385,0.32176121930567314,0.0,0
0.036,0,1,1,0.003908737584264362,0.23076923076923073,0.15580016934801016,0.0,0
0.014,0,0,0,0.01435159133723089,0.4423076923076923,0.5994919559695173,0.0,0
0.036,0,1,0,0.014498504656360739,0.25,0.41828958509737507,0.0,0
0.036,0,1,1,0.0008905504721735469,0.40384615384615385,0.12870448772226925,0.0,0
0.012,0,1,1,0.014006425631737993,0.6538461538461539,0.6519898391193903,0.0,0
0.036,0,1,1,0.002047257271187088,0.3653846153846154,0.6756985605419136,0.0,0
0.01,0,0,0,0.7814680477740769,0.3846153846153846,1.0,0.0,1
0.036,0,1,1,0.007038930866332655,0.40384615384615385,0.20491109229466553,0.0,0
0.126,0,1,0,0.01050180455199168,0.4807692307692307,0.32006773920406434,0.0,0
0.002,0,1,1,0.0017296226688263982,0.8461538461538461,0.43861134631668075,0.0,0
0.036,0,0,1,0.006123040154991882,0.3076923076923077,0.1710414902624894,0.0,0
0.036,0,0,1,0.004309103987765865,0.23076923076923073,0.12870448772226925,0.0,0
0.005,0,0,1,0.0025531557154567603,0.826923076923077,0.1913632514817951,0.0,0
0.053,0,1,1,0.007279524118543016,0.8653846153846153,0.4809483488569009,0.0,0
0.036,0,1,1,0.003080621384397467,0.32692307692307687,0.4758679085520745,0.0,0
0.405,0,1,1,0.0039661188157373494,0.15384615384615385,0.331922099915326,0.0,0
0.036,0,1,1,0.008401621588480469,0.5961538461538461,0.2760372565622354,0.0,0
0.092,0,0,0,0.0021964983084136547,0.3653846153846154,0.43861134631668075,0.0,0
0.012,0,0,1,0.004075628014675684,0.6538461538461539,0.6350550381033022,0.0,0
0.036,0,1,1,0.021491104135115825,0.5384615384615384,0.5791701947502117,0.0,0
0.01,0,1,1,0.01064363421520664,0.40384615384615385,0.2472480948348857,0.0,0
0.036,0,1,1,0.010124210604712292,0.038461538461538436,0.3911939034716342,0.0,0
0.036,0,0,1,0.003009294993039535,0.1923076923076923,0.10499576629974597,0.0,0
0.025,0,1,0,0.9999992489947489,0.8653846153846153,0.43183742591024554,0.0,0
0.036,0,1,0,0.01117639509366693,0.17307692307692307,0.2811176968670618,0.0,0
0.012,0,1,1,0.004363839834424736,0.4807692307692307,0.43014394580863674,0.0,0
0.005,0,1,1,0.002507901126219647,0.8653846153846153,0.3691786621507197,0.0,0
0.012,0,1,0,0.0021945554523051538,0.46153846153846156,0.4843353090601185,0.0,0
0.034,0,1,1,0.0023384810868855056,0.5192307692307693,0.21507197290431837,0.0,0
0.036,0,1,1,0.010164622204782054,0.2115384615384615,0.6299745977984759,0.0,0
0.012,0,0,1,0.9999999995571249,0.6346153846153846,0.0,0.0,0
0.036,0,1,1,0.005214292231495178,0.23076923076923073,0.6536833192209991,0.0,0
0.023,0,1,1,0.0009678017612842664,1.0,0.29805249788314986,0.0,0
0.014,0,0,1,0.0011214407740753897,1.0,0.619813717188823,0.0,0
0.036,0,0,0,0.4154143298420756,0.09615384615384615,1.0,0.0,1
0.036,0,1,1,0.9995072723503171,0.2115384615384615,0.6350550381033022,0.0,0
0.036,0,1,1,0.009869524931426224,0.2115384615384615,0.655376799322608,0.0,0
0.036,0,1,1,0.0013776920907115921,0.13461538461538458,0.5791701947502117,0.0,0
0.007,0,1,1,0.004534376949239788,0.1923076923076923,0.30143945808636746,0.0,0
0.036,0,1,1,0.0005771932079920549,0.2115384615384615,0.30313293818797626,0.0,0
0.008,0,1,1,0.003102600247985703,0.7500000000000001,0.6367485182049111,0.0,0
0.141,0,0,1,0.0007067248063536552,0.8461538461538461,0.16257408975444537,0.0,0
0.026,0,1,1,0.0003892811770521823,0.28846153846153844,0.2506350550381033,0.0,0
0.018,0,1,1,0.0022242704158533582,0.2115384615384615,0.5046570702794242,0.0,0
0.032,1,1,1,0.0015614131820539897,0.5192307692307693,0.348856900931414,0.0,0
0.036,0,1,1,0.002704344060882525,0.15384615384615385,0.46740050804403044,0.0,0
0.036,0,1,1,0.006586874435680341,0.2692307692307693,0.40304826418289585,0.0,0
0.036,0,1,1,0.025443410007359897,0.32692307692307687,0.3725656223539373,0.0,0
0.036,0,1,1,0.007460072893281833,0.2115384615384615,0.6672311600338696,0.0,0
0.013,0,1,1,0.004838487618308721,0.6923076923076923,0.3471634208298052,0.0,0
0.036,0,1,1,0.0030410243851044824,0.923076923076923,0.3742591024555461,0.0,0
0.004,0,1,1,0.0016282924788015782,0.6346153846153846,0.5283657917019475,0.0,0
0.008,0,1,1,0.008588615569955224,0.576923076923077,0.663844199830652,0.0,0
0.073,0,1,1,0.0015159508334821293,1.0,0.1693480101608806,0.0,0
0.036,0,0,1,0.001924329296073007,1.0,0.12870448772226925,0.0,0
0.036,0,1,1,0.001397913580926956,0.2115384615384615,0.14563928873835733,0.0,0
0.036,0,1,1,0.035358002094036015,0.1923076923076923,0.2726502963590178,0.0,0
0.036,0,1,0,0.007941453952964538,0.2115384615384615,0.3793395427603726,0.0,0
0.036,0,0,0,0.008569511083909936,0.34615384615384615,0.5029635901778154,0.0,0
0.036,0,1,1,0.9991181174578052,0.28846153846153844,0.6418289585097375,0.0,0
0.025,0,1,1,0.9999999987895662,0.6346153846153846,0.1930567315834039,0.0,0
0.036,0,1,1,0.0012522587533613234,0.5192307692307693,0.3454699407281964,0.0,0
0.02,0,1,1,0.0011942129443573734,0.34615384615384615,0.16088060965283657,0.0,0
0.036,0,1,1,0.000851252652229867,0.32692307692307687,0.12531752751905165,0.0,0
0.036,0,0,0,0.769643483506742,0.2115384615384615,1.0,0.0,1
0.036,0,1,1,0.003763036180801769,0.09615384615384615,0.20491109229466553,0.0,0
0.036,0,1,0,0.0040872392791074545,0.23076923076923073,0.12701100762066045,0.0,0
0.036,0,1,1,0.003211062242080981,0.2115384615384615,0.3099068585944115,0.0,0
0.01,0,1,1,0.008059292433263901,0.6346153846153846,0.15749364944961897,0.0,0
0.015,0,1,1,0.003961338587961478,1.0,0.619813717188823,0.0,0
0.026,0,1,0,0.000231044428117793,0.17307692307692307,0.26926333615580017,0.0,0
0.036,0,1,1,0.02594304375886286,0.2115384615384615,0.628281117696867,0.0,0
0.036,0,1,1,0.032810060862957215,0.32692307692307687,0.15241320914479253,0.0,0
0.036,0,1,0,0.004491331721795242,0.2692307692307693,0.5012701100762066,0.0,0
0.036,0,1,0,0.015106262702205095,0.09615384615384615,0.21337849280270957,0.0,0
0.068,0,1,0,0.003047573927364732,0.40384615384615385,0.4504657070279424,0.0,0
0.025,0,0,1,0.004872202398050042,0.8846153846153847,0.5114309906858594,0.0,0
0.036,0,1,0,0.0037711059265921948,0.2692307692307693,0.5927180355630821,0.0,0
0.036,0,1,1,0.00219032615346542,0.3076923076923077,0.10838272650296359,0.0,0
0.01,0,1,1,0.9999993333393455,0.40384615384615385,0.37764606265876377,0.0,0
0.036,0,0,1,0.002093415377397159,0.826923076923077,0.3539373412362405,0.0,0
0.036,0,1,1,0.0004592685100668065,0.1923076923076923,0.28619813717188824,0.0,0
0.036,0,1,1,0.004411685191608875,0.40384615384615385,0.1710414902624894,0.0,0
0.036,0,0,1,0.013622258644591495,0.17307692307692307,0.40643522438611346,0.0,0
0.036,0,0,1,0.007629338607538966,0.3653846153846154,0.30313293818797626,0.0,0
0.006,0,1,0,0.010352647093524936,0.34615384615384615,0.628281117696867,0.0,0
0.005,0,1,1,0.006079241320346966,0.5384615384615384,0.5707027942421676,0.0,0
0.036,0,1,1,0.008089944945740599,0.25,0.17781541066892464,0.0,0
0.0,0,1,0,0.01048840187443717,0.423076923076923,0.4911092294665538,0.0,0
0.036,0,1,1,0.007289108711196403,0.17307692307692307,0.6316680779000846,0.0,0
0.063,0,1,1,0.011102477821816992,0.7884615384615384,0.5554614733276884,0.0,0
0.036,0,1,1,0.013982657513371818,0.34615384615384615,0.46401354784081283,0.0,0
0.036,0,1,1,0.01924877717320555,0.34615384615384615,0.0,0.0,0
0.036,0,0,1,0.010158940700715593,0.7115384615384616,0.5266723116003387,0.0,0
0.036,0,1,1,0.0062511585439424585,0.17307692307692307,0.1422523285351397,0.0,0
0.036,0,0,1,0.004083137232767757,0.25,0.6418289585097375,0.0,0
0.036,0,1,0,0.0032178120599450737,0.25,0.5453005927180355,0.0,0
0.027,0,1,1,0.02675738848978883,0.9807692307692307,0.6333615580016935,0.0,0
0.036,0,1,1,0.0020953848706745234,0.2692307692307693,0.12701100762066045,0.0,0
0.036,0,1,1,0.0025961635074796857,0.17307692307692307,0.19983065198983913,0.0,0
0.036,0,0,1,0.004912999328161273,0.09615384615384615,0.4911092294665538,0.0,0
0.036,0,1,1,0.9999991076853091,0.5961538461538461,0.5114309906858594,0.0,0
0.036,0,1,1,0.9999758611597326,0.4423076923076923,0.672311600338696,0.0,0
0.011,0,1,1,0.010338773490784355,0.6153846153846154,0.384419983065199,0.0,0
0.036,0,0,1,0.006431088969088146,0.25,0.2574089754445385,0.0,0
0.011,0,1,0,0.004507668199158259,0.576923076923077,0.17612193056731582,0.0,0
0.036,0,1,1,0.9999421170770001,0.32692307692307687,0.44369178662150716,0.0,0
0.036,0,1,1,0.007719757391672968,0.28846153846153844,0.611346316680779,0.0,0
0.036,0,1,1,0.0012163931603844987,0.2115384615384615,0.10838272650296359,0.0,0
0.004,0,1,1,0.0007994496713475135,0.6538461538461539,0.3556308213378493,0.0,0
0.001,0,0,1,0.006463945657837358,1.0,0.5300592718035563,0.0,0
0.017,0,1,1,0.0008299547230162586,1.0,0.1422523285351397,0.0,0
0.036,0,1,0,0.02874840378571545,0.1923076923076923,0.5249788314987299,0.0,0
0.036,0,0,1,0.9920680281170438,0.1923076923076923,1.0,0.0,1
0.009,0,1,1,0.005465273494745641,0.40384615384615385,0.14563928873835733,0.0,0
0.006,0,1,1,0.001758658901037232,0.6730769230769231,0.46570702794242164,0.0,0
0.037,0,1,1,0.9999990297943446,0.5,0.3911939034716342,0.0,0
0.036,0,1,1,0.007244668463046821,0.4423076923076923,0.20491109229466553,0.0,0
0.036,0,1,0,0.006585995203757277,0.7500000000000001,0.270956816257409,0.0,0
0.036,0,1,0,0.019397527039501598,0.3076923076923077,0.3353090601185436,0.0,0
0.01,0,0,1,0.013301626116177006,0.423076923076923,0.4724809483488569,0.0,0
0.024,0,1,1,0.002685215813401102,0.826923076923077,0.15580016934801016,0.0,0
0.036,0,1,1,0.005120497654909341,0.09615384615384615,0.29466553767993225,0.0,0
0.036,0,1,1,0.004280036412407607,0.17307692307692307,0.497883149872989,0.0,0
0.036,0,1,1,0.007841661555768839,0.32692307692307687,0.37764606265876377,0.0,0
0.012,0,1,1,0.006860537666652572,0.5961538461538461,0.5453005927180355,0.0,0
0.036,0,1,1,0.0027300621322579616,0.423076923076923,0.1710414902624894,0.0,0
0.004,0,1,1,0.0026079801322314846,0.7115384615384616,0.2811176968670618,0.0,0
0.027,0,1,1,0.001669367978368434,0.2115384615384615,0.497883149872989,0.0,0
0.036,0,1,1,0.012092795137749237,0.13461538461538458,0.6028789161727349,0.0,0
0.036,0,1,1,0.002543194971277335,0.25,0.6299745977984759,0.0,0
0.036,0,1,1,0.037513811567559466,0.32692307692307687,0.3624047417442845,0.0,0
0.016,1,1,1,0.0011447021137952422,0.5,0.3336155800169348,0.0,0
0.036,0,0,1,0.007026261250031135,0.17307692307692307,0.5656223539373412,0.0,0
0.036,0,1,0,0.021994233976342217,0.28846153846153844,0.10838272650296359,0.0,0
0.044,0,1,1,0.02119972373501849,0.3846153846153846,0.21507197290431837,0.0,0
0.06,0,1,1,0.006428946580078618,0.3076923076923077,0.5215918712955122,0.0,0
0.023,0,1,1,0.006341239275078961,0.9807692307692307,0.41320914479254867,0.0,0
0.036,0,1,0,0.005171608789085612,0.40384615384615385,0.5114309906858594,0.0,0
0.036,0,1,1,0.0012573238605858975,0.28846153846153844,0.26926333615580017,0.0,0
0.036,0,1,0,0.005202610752863772,0.28846153846153844,0.384419983065199,0.0,0
0.036,0,1,1,0.004764769880733282,0.28846153846153844,0.5182049110922946,0.0,0
0.036,0,1,1,0.005647681065812508,0.17307692307692307,0.5639288738357324,0.0,0
0.014,0,1,0,0.02709019880653175,1.0,0.5368331922099915,0.0,0
0.036,0,1,1,0.005305257031039877,0.46153846153846156,0.3624047417442845,0.0,0
0.036,0,0,1,0.9999999930857504,0.32692307692307687,0.2845046570702794,0.0,0
0.012,0,1,1,0.009699339169590612,0.423076923076923,0.31668077900084673,0.0,0
0.023,0,1,1,0.002093370560536232,0.5192307692307693,0.5825571549534293,0.0,0
0.002,0,1,1,0.003924894975490338,0.7692307692307693,0.5520745131244708,0.0,0
0.008,0,1,1,0.0012019676715008122,0.9038461538461539,0.6265876375952583,0.0,0
0.02,0,1,0,0.005460783621925548,0.2115384615384615,0.497883149872989,0.0,0
0.036,0,1,1,0.0009130753845732571,0.11538461538461536,0.46401354784081283,0.0,0
0.036,0,1,1,0.005182223485354537,0.25,0.43183742591024554,0.0,0
0.036,0,1,1,0.004326166104058123,0.3076923076923077,0.26587637595258257,0.0,0
0.036,0,1,1,0.004172677622262417,0.32692307692307687,0.4470787468247248,0.0,0
0.036,0,0,1,0.18279733176211685,0.3076923076923077,0.11346316680779,0.0,0
0.036,0,0,1,0.9999999674092187,0.423076923076923,0.331922099915326,0.0,0
0.036,0,1,1,0.00078832893778685,0.11538461538461536,0.3573243014394581,0.0,0
0.05,0,0,1,0.004284730550669925,0.7307692307692307,0.31498729889923793,0.0,0
0.012,0,1,1,0.01116179229439986,0.4807692307692307,0.5402201524132091,0.0,0
0.011,0,1,1,0.0039174657801192446,0.6730769230769231,0.4809483488569009,0.0,0
0.036,0,1,1,0.005255071302634913,0.2115384615384615,0.1676545300592718,0.0,0
0.036,0,1,1,0.012347051752637186,0.2692307692307693,0.40643522438611346,0.0,0
0.036,0,1,1,0.007876801378391302,0.28846153846153844,0.4809483488569009,0.0,0
0.009,1,1,1,0.0012466792336551956,0.3653846153846154,0.19983065198983913,0.0,0
0.036,0,1,1,0.06184177218496624,0.2692307692307693,0.10160880609652836,0.0,0
0.079,0,1,0,0.0027173719203679968,0.3076923076923077,0.4911092294665538,0.0,0
0.036,0,0,1,0.005510264365536816,0.2692307692307693,0.6604572396274343,0.0,0
0.036,0,1,1,0.006295012345052041,0.5384615384615384,0.16088060965283657,0.0,0
0.036,0,1,1,0.0024245677887379828,0.13461538461538458,0.3725656223539373,0.0,0
0.011,0,0,0,0.0018838604682306665,0.3076923076923077,0.5994919559695173,0.0,0
0.014,0,0,0,0.15927745705811938,0.5384615384615384,1.0,0.0,1
0.063,0,1,1,0.0018633316478915188,0.6923076923076923,0.18120237087214225,0.0,0
0.036,0,1,1,0.009796207730978933,0.4423076923076923,0.6502963590177815,0.0,0
0.036,0,1,1,0.015392777020115614,0.23076923076923073,0.12023708721422523,0.0,0
0.036,0,1,0,0.001558391791873332,0.32692307692307687,0.348856900931414,0.0,0
0.036,0,1,1,0.006629727832584896,0.7307692307692307,0.5876375952582557,0.0,0
0.125,0,1,1,0.0047239487143257135,0.28846153846153844,0.17612193056731582,0.0,0
0.036,0,0,1,0.010258171230488637,0.13461538461538458,0.4707874682472481,0.0,0
0.036,0,1,1,0.005642726490767416,0.2692307692307693,0.6604572396274343,0.0,0
0.036,0,1,1,0.008836198370289063,0.17307692307692307,0.1693480101608806,0.0,0
0.081,0,1,1,0.0011170815511958158,0.423076923076923,0.3590177815410669,0.0,0
0.036,0,0,1,0.02653701108964813,0.17307692307692307,0.2235393734123624,0.0,0
0.036,0,1,0,0.008399901960642128,0.2115384615384615,0.5977984758679086,0.0,0
0.036,0,1,0,0.0010275524444125544,0.3076923076923077,0.1405588484335309,0.0,0
0.036,0,1,1,0.0020215240325572167,0.28846153846153844,0.5232853513971211,0.0,0
0.036,0,0,1,0.002898354571975714,0.13461538461538458,0.3370025402201524,0.0,0
0.058,0,1,0,0.017923140166696022,0.6153846153846154,0.5266723116003387,0.0,0
0.036,0,0,1,0.005751257545049661,0.23076923076923073,0.1371718882303133,0.0,0
0.036,0,1,1,0.017669243668376116,0.09615384615384615,0.30482641828958507,0.0,0
0.016,0,1,0,0.00392315939918454,0.40384615384615385,0.18120237087214225,0.0,0
0.005,0,1,0,0.9999999961915087,0.5961538461538461,0.3793395427603726,0.0,0
0.214,0,1,0,0.0017762386676823745,1.0,0.3657917019475021,0.0,0
0.036,0,1,1,0.00043097496877308886,0.5192307692307693,0.24216765453005926,0.0,0
0.005,0,1,0,0.0005342747998292533,0.3846153846153846,0.3640982218458933,0.0,0
0.036,0,1,1,0.012325327779395035,0.3846153846153846,0.29974597798475866,0.0,0
0.037,0,1,1,0.0007322159279518948,0.6923076923076923,0.12870448772226925,0.0,0
0.036,0,1,1,0.009182058564149798,0.32692307692307687,0.29805249788314986,0.0,0
0.036,0,1,1,0.004890770327158078,0.4807692307692307,0.619813717188823,0.0,0
0.036,0,0,0,0.05841450358297255,0.3076923076923077,0.11854360711261643,0.0,0
0.019,0,0,1,0.457389235665543,0.3846153846153846,1.0,0.0,1
0.036,0,0,1,0.0033180997125268306,0.25,0.30143945808636746,0.0,0
0.036,0,1,1,0.01449808081581332,0.2692307692307693,0.21168501270110077,0.0,0
0.037,0,1,1,0.04056045282856716,0.5384615384615384,0.5300592718035563,0.0,0
0.034,0,1,1,0.021534708123838505,0.423076923076923,0.21676545300592717,0.0,0
0.036,0,1,1,0.017598217532679518,0.4807692307692307,0.39966130397967825,0.0,0
0.036,0,1,1,0.013294485743088474,0.17307692307692307,0.5707027942421676,0.0,0
0.047,0,1,0,0.0007876151453735603,0.5192307692307693,0.0,0.0,0
0.036,0,1,1,0.005229516539255451,0.32692307692307687,0.3674851820491109,0.0,0
0.036,0,1,1,0.0028799192271197946,0.25,0.4809483488569009,0.0,0
0.011,0,1,0,0.0020214391788197644,0.5576923076923077,0.3573243014394581,0.0,0
0.036,0,1,1,0.005290389742050168,0.23076923076923073,0.5961049957662997,0.0,0
0.036,0,1,1,0.0023747349578451525,0.6153846153846154,0.1117696867061812,0.0,0
0.007,0,1,1,0.003931080680032295,1.0,0.56731583403895,0.0,0
0.026,1,1,1,0.00512826791375422,0.3653846153846154,0.45385266723116,0.0,0
0.036,0,0,1,0.0043800099302082635,0.7692307692307693,0.32176121930567314,0.0,0
0.036,0,1,1,0.008237662437776242,0.1923076923076923,0.12023708721422523,0.0,0
0.036,0,1,0,0.009527706740532976,0.7115384615384616,0.5029635901778154,0.0,0
0.036,0,1,1,0.0022612558091083266,0.1923076923076923,0.5537679932260796,0.0,0
0.036,0,1,1,0.00048742642715847944,0.3076923076923077,0.1388653683319221,0.0,0
0.036,0,1,1,0.023393500823642974,0.15384615384615385,0.279424216765453,0.0,0
0.036,0,0,1,0.002807045583092203,0.1923076923076923,0.23370025402201522,0.0,0
0.014,0,0,1,0.009844306210771423,0.32692307692307687,0.14733276883996613,0.0,0
0.009,0,1,0,0.0017721531776804013,0.6730769230769231,0.3657917019475021,0.0,0
0.036,0,1,1,0.005531747421899725,0.1923076923076923,0.6435224386113463,0.0,0
0.036,0,1,1,0.03605011133807527,0.2115384615384615,0.5334462320067739,0.0,0
0.019,0,1,0,0.007971440641273614,0.3653846153846154,0.13209144792548688,0.0,0
0.036,0,1,1,0.9999999996880762,0.17307692307692307,0.1422523285351397,0.0,0
